1,1,340.829,79.4999,87.662,244.25,1,-1,-1,-1
1,2,570.789,80.8348,68.211,203.59,1,-1,-1,-1
1,3,181.388,89.6698,75.918,245.934,1,-1,-1,-1
1,4,100.807,87.2512,56.321,224.146,1,-1,-1,-1
1,5,437.157,94.9248,85.081,237.233,1,-1,-1,-1
1,6,520.616,113.596,30.205,124.091,1,-1,-1,-1
2,1,349.437,88.7285,86.2907,241.587,1,-1,-1,-1
2,2,573.744,81.1633,65.2846,202.241,1,-1,-1,-1
2,3,186.763,87.8272,69.1528,238.825,1,-1,-1,-1
2,4,97.2543,83.4463,58.3141,231.781,1,-1,-1,-1
2,5,446.278,96.473,70.443,226.18,1,-1,-1,-1
2,6,521.278,107.28,36.7805,127.258,1,-1,-1,-1
2,7,327.722,124.831,24.344,96.085,1,-1,-1,-1
3,1,350.222,80.6792,91.9267,248.45,1,-1,-1,-1
3,2,568.649,82.4494,69.5559,201.521,1,-1,-1,-1
3,3,187.225,80.7239,80.3324,243.229,1,-1,-1,-1
3,4,89.396,91.6575,65.8035,226.024,1,-1,-1,-1
3,5,446.228,82.4862,75.7926,228.853,1,-1,-1,-1
3,6,516.535,114.659,34.9066,128.955,1,-1,-1,-1
4,1,351.367,75.2507,93.4127,249.345,1,-1,-1,-1
4,2,568.669,84.3542,69.4851,197.297,1,-1,-1,-1
4,3,189.739,85.5486,78.0533,230.004,1,-1,-1,-1
4,4,82.5358,97.2842,69.6057,229.092,1,-1,-1,-1
4,5,452.42,82.14,77.1019,232.111,1,-1,-1,-1
4,6,511.866,112.086,36.8104,135.374,1,-1,-1,-1
5,1,353.557,73.1335,98.5858,251.959,1,-1,-1,-1
5,2,568.32,88.851,62.4843,190.781,1,-1,-1,-1
5,3,192.742,84.0758,76.8682,224,1,-1,-1,-1
5,4,74.3366,97.5796,73.3436,224.477,1,-1,-1,-1
5,5,454.588,84.2246,84.5429,243.2,1,-1,-1,-1
5,6,511.307,111.111,39.8841,138.08,1,-1,-1,-1
6,1,357.743,78.6772,98.2623,245.502,1,-1,-1,-1
6,2,564.26,86.148,67.515,200.289,1,-1,-1,-1
6,3,202.531,87.359,76.0158,220.654,1,-1,-1,-1
6,4,63.2163,89.8477,79.274,231.236,1,-1,-1,-1
6,5,451.814,77.0027,90.7199,251.33,1,-1,-1,-1
7,1,362.541,83.2268,95.4355,239.004,1,-1,-1,-1
7,2,562.046,88.0203,68.7511,199.19,1,-1,-1,-1
7,3,209.672,94.9238,76.4408,214.579,1,-1,-1,-1
7,4,54.8896,90.7619,85.7023,234.894,1,-1,-1,-1
7,5,458.734,75.9267,87.061,246.178,1,-1,-1,-1
8,1,363.902,82.3989,93.415,234.455,1,-1,-1,-1
8,2,558.663,88.8957,71.7313,200.59,1,-1,-1,-1
8,3,212.461,95.0881,84.2094,223.989,1,-1,-1,-1
8,4,48.2645,96.5341,86.1376,231.812,1,-1,-1,-1
8,5,467.671,81.8423,79.4403,236.653,1,-1,-1,-1
9,1,366.758,87.464,89.6004,230.167,1,-1,-1,-1
9,2,557.678,91.2561,72.755,197.718,1,-1,-1,-1
9,3,219.3,101.488,83.066,218.058,1,-1,-1,-1
9,4,43.5996,99.9282,80.7505,221.252,1,-1,-1,-1
9,5,465.708,78.9499,82.8176,241.702,1,-1,-1,-1
9,9,173.752,90.507,51.1457,164.022,1,-1,-1,-1
10,1,371.534,88.1997,87.6568,231.856,1,-1,-1,-1
10,2,555.78,88.2713,76.2884,200.023,1,-1,-1,-1
10,3,225.814,100.233,80.5691,216.496,1,-1,-1,-1
10,4,42.5025,102.294,71.3115,214.972,1,-1,-1,-1
10,5,467.485,78.8788,79.9399,239.012,1,-1,-1,-1
10,9,175.04,91.3762,50.2553,163.255,1,-1,-1,-1
11,1,371.937,83.7005,92.1584,235.703,1,-1,-1,-1
11,2,554.653,88.5598,76.8564,196.456,1,-1,-1,-1
11,3,230.018,102.291,80.5861,214.476,1,-1,-1,-1
11,4,39.245,106.755,64.9882,205.43,1,-1,-1,-1
11,5,468.885,81.6013,79.1849,238.155,1,-1,-1,-1
11,9,174.334,91.5324,51.6215,166.744,1,-1,-1,-1
12,1,375.674,84.7958,90.5075,235.206,1,-1,-1,-1
12,2,557.54,86.9412,74.3443,195.657,1,-1,-1,-1
12,3,234.343,100.868,82.0393,219.633,1,-1,-1,-1
12,4,31.2237,100.13,63.6075,205.803,1,-1,-1,-1
12,5,471.824,86.5592,80.0233,235.789,1,-1,-1,-1
12,9,173.459,92.0077,50.5859,163.429,1,-1,-1,-1
13,1,380.076,82.535,86.1743,232.547,1,-1,-1,-1
13,2,557.438,87.4194,72.6337,193.251,1,-1,-1,-1
13,3,233.363,91.7845,83.6364,225.435,1,-1,-1,-1
13,4,26.6053,100.935,62.6684,209.477,1,-1,-1,-1
13,5,472.234,88.5194,78.7771,232.741,1,-1,-1,-1
13,9,174.885,89.1324,51.9148,168.139,1,-1,-1,-1
14,1,380.404,75.0028,92.0493,244.063,1,-1,-1,-1
14,2,556.886,90.2997,69.6893,188.143,1,-1,-1,-1
14,3,236.375,94.4118,80.197,220.191,1,-1,-1,-1
14,4,25.4606,104.889,62.2209,211.666,1,-1,-1,-1
14,5,474.509,83.3825,85.4814,242.775,1,-1,-1,-1
14,9,176.717,91.6107,48.8609,160.552,1,-1,-1,-1
15,1,385.279,77.7619,92.5529,241.25,1,-1,-1,-1
15,2,551.105,96.7162,69.1225,181.156,1,-1,-1,-1
15,3,242.228,96.2807,77.3066,215.143,1,-1,-1,-1
15,4,13.7998,97.2815,72.7994,226.4,1,-1,-1,-1
15,5,475.323,89.8017,87.9155,233.497,1,-1,-1,-1
15,9,177.557,96.903,44.6944,152.375,1,-1,-1,-1
16,1,387.477,79.9911,94.0059,244.489,1,-1,-1,-1
16,2,547.418,95.7989,74.2757,178.634,1,-1,-1,-1
16,3,247.129,98.1692,74.3422,208.47,1,-1,-1,-1
16,4,11.9034,95.4958,69.8109,226.3,1,-1,-1,-1
16,5,479.876,92.2195,86.2285,228.928,1,-1,-1,-1
16,9,175.836,94.4436,45.2762,157.577,1,-1,-1,-1
17,1,387.764,79.7561,96.9868,245.528,1,-1,-1,-1
17,2,542.998,96.4897,75.7873,180.452,1,-1,-1,-1
17,3,250.259,97.5817,74.6228,207.544,1,-1,-1,-1
17,4,5.59721,97.4494,73.5599,230.836,1,-1,-1,-1
17,5,480.503,89.8381,85.0236,227.659,1,-1,-1,-1
17,9,174.785,90.4504,47.2782,161.833,1,-1,-1,-1
18,1,389.193,84.0826,93.47,242.498,1,-1,-1,-1
18,2,544.657,98.3989,78.8185,174.996,1,-1,-1,-1
18,3,254.831,99.1813,73.6686,207.088,1,-1,-1,-1
18,4,1.8849,97.6681,72.4754,227.539,1,-1,-1,-1
18,5,483.57,84.3369,91.3009,233.687,1,-1,-1,-1
18,9,173.088,88.2522,48.0264,171.846,1,-1,-1,-1
19,1,392.511,85.7594,90.0603,240.239,1,-1,-1,-1
19,2,543.465,96.4652,80.3675,164.844,1,-1,-1,-1
19,3,256.278,93.2212,77.0102,212.67,1,-1,-1,-1
19,4,0,97.4933,70.348,225.313,1,-1,-1,-1
19,5,486.729,79.5365,100.031,246.941,1,-1,-1,-1
19,9,174.882,91.4954,45.0332,164.879,1,-1,-1,-1
20,1,390.194,84.8916,97.6971,242.276,1,-1,-1,-1
20,2,563.615,108.529,66.864,146.053,1,-1,-1,-1
