1,1,291.557,192.468,39.494,119.227,1,-1,-1,-1
1,2,53.8152,193.418,48.4288,130.772,1,-1,-1,-1
1,3,586.982,194.324,41.534,131.626,1,-1,-1,-1
1,4,250.649,183.272,50.576,118.073,1,-1,-1,-1
1,5,177.834,203.176,33.196,99.34,1,-1,-1,-1
2,1,293.28,194.63,41.1807,116.472,1,-1,-1,-1
2,2,48.9405,195.591,49.9667,134.203,1,-1,-1,-1
2,3,598.807,188.357,39.6231,126.931,1,-1,-1,-1
2,4,258.13,191.867,48.7035,121.03,1,-1,-1,-1
2,5,178.385,202.781,33.2099,102.278,1,-1,-1,-1
2,6,214.406,220.215,24.665,66.867,1,-1,-1,-1
3,1,293.219,189.869,42.5636,124.747,1,-1,-1,-1
3,2,43.8269,198.642,53.8911,140.933,1,-1,-1,-1
3,3,602.511,191.439,37.4617,130.281,1,-1,-1,-1
3,4,258.628,186.286,47.197,126.973,1,-1,-1,-1
3,5,172.428,196.446,36.1769,110.104,1,-1,-1,-1
3,6,221.24,218.441,24.4311,59.7094,1,-1,-1,-1
4,1,296.163,190.178,41.9973,120.476,1,-1,-1,-1
4,2,33.3213,194.819,57.0588,143.655,1,-1,-1,-1
4,4,260.263,186.674,44.5164,118.628,1,-1,-1,-1
4,5,166.468,194.243,40.9097,118.444,1,-1,-1,-1
5,1,297.642,192.326,42.6143,117.79,1,-1,-1,-1
5,2,29.5577,189.065,59.2811,150.019,1,-1,-1,-1
5,4,254.27,188.913,46.735,112.995,1,-1,-1,-1
5,5,163.616,194.661,40.0919,116.499,1,-1,-1,-1
5,6,214.051,216.38,29.1324,69.9532,1,-1,-1,-1
6,1,301.724,193.914,38.8736,109.993,1,-1,-1,-1
6,2,22.565,186.227,60.4437,154.329,1,-1,-1,-1
6,4,254.388,189.808,47.7577,114.736,1,-1,-1,-1
6,5,161.512,192.251,40.2785,119.229,1,-1,-1,-1
6,6,213.349,215.724,29.7455,71.0834,1,-1,-1,-1
7,1,304.597,196.972,40.0321,112.52,1,-1,-1,-1
7,2,15.3048,184.179,60.7245,154.858,1,-1,-1,-1
7,4,258.785,191.958,47.2984,113.45,1,-1,-1,-1
7,5,161.313,193.603,39.0806,120.36,1,-1,-1,-1
7,6,213.213,215.385,29.5086,67.1577,1,-1,-1,-1
8,1,309.655,201.76,39.0021,107.727,1,-1,-1,-1
8,2,6.07394,173.066,63.2598,167.645,1,-1,-1,-1
8,4,259.921,192.257,50.0121,117.497,1,-1,-1,-1
8,5,158.342,195.255,38.7172,116.655,1,-1,-1,-1
8,6,211.661,219.03,27.6974,64.8444,1,-1,-1,-1
9,1,310.614,199.846,39.3348,109.606,1,-1,-1,-1
9,2,0,167.36,67.9586,184.019,1,-1,-1,-1
9,4,262.812,194.108,50.328,117.935,1,-1,-1,-1
9,5,155.265,196.578,40.026,120.787,1,-1,-1,-1
9,6,210.139,220.881,26.5882,64.8204,1,-1,-1,-1
10,1,309.829,196.732,41.5298,119.746,1,-1,-1,-1
10,2,0,175.741,60.6175,180.33,1,-1,-1,-1
10,4,265.075,191.297,51.2721,117.557,1,-1,-1,-1
10,5,151.265,194.409,42.8301,127.003,1,-1,-1,-1
10,6,209.841,219.44,25.4071,64.721,1,-1,-1,-1
11,1,309.14,196.441,41.7304,118.365,1,-1,-1,-1
11,2,3.46992,195.246,49.8801,141.06,1,-1,-1,-1
11,4,264.859,186.579,46.195,108.71,1,-1,-1,-1
11,5,149.874,193.034,44.2078,128.606,1,-1,-1,-1
11,6,209.741,217.98,25.6579,68.9507,1,-1,-1,-1
12,1,310.225,198.03,40.7503,115.611,1,-1,-1,-1
12,2,1.36045,191.659,46.5013,132.566,1,-1,-1,-1
12,4,265.642,188.376,46.9571,111.838,1,-1,-1,-1
12,5,141.849,191.511,46.4243,132.478,1,-1,-1,-1
12,6,207.063,219.473,26.7674,71.3167,1,-1,-1,-1
13,1,312.198,197.014,41.6465,118.706,1,-1,-1,-1
