1,665,0.00,265.37,109.77,381.33,1,-1,-1,-1
1,664,1252.28,509.20,59.49,133.61,1,-1,-1,-1
1,663,1869.09,376.41,49.91,222.56,1,-1,-1,-1
1,662,19.57,469.71,87.46,343.43,1,-1,-1,-1
1,661,257.00,420.69,101.50,296.43,1,-1,-1,-1
1,660,108.48,461.53,97.76,297.45,1,-1,-1,-1
1,659,1233.55,467.51,133.65,218.98,1,-1,-1,-1
1,658,1691.97,381.05,152.23,352.62,1,-1,-1,-1
2,665,2.30,289.91,98.21,357.46,1,-1,-1,-1
2,663,1875.44,376.36,43.85,201.27,1,-1,-1,-1
2,662,11.99,481.75,104.02,385.41,1,-1,-1,-1
2,661,252.59,465.98,101.96,251.80,1,-1,-1,-1
2,660,88.21,446.35,105.42,326.35,1,-1,-1,-1
2,659,1265.80,464.46,85.93,184.44,1,-1,-1,-1
2,658,1695.06,374.87,180.23,378.32,1,-1,-1,-1
3,666,1275.12,449.54,77.48,212.88,1,-1,-1,-1
3,664,1248.68,487.23,56.65,162.73,1,-1,-1,-1
3,663,1875.18,376.38,43.39,197.06,1,-1,-1,-1
3,662,-7.56,337.99,127.29,553.51,1,-1,-1,-1
3,661,259.23,449.58,103.64,263.67,1,-1,-1,-1
3,660,91.32,469.91,103.68,303.88,1,-1,-1,-1
3,658,1704.00,371.77,179.78,363.72,1,-1,-1,-1
4,663,1873.05,374.18,45.00,200.53,1,-1,-1,-1
4,662,-9.25,295.41,126.77,598.18,1,-1,-1,-1
4,661,255.89,434.29,109.65,285.19,1,-1,-1,-1
4,660,93.56,470.73,105.70,301.32,1,-1,-1,-1
4,658,1698.05,381.38,166.54,337.01,1,-1,-1,-1
5,663,1870.62,364.84,47.16,205.23,1,-1,-1,-1
5,662,-8.11,257.61,129.29,646.33,1,-1,-1,-1
5,661,263.35,431.27,113.19,289.73,1,-1,-1,-1
5,660,95.69,474.01,99.31,285.70,1,-1,-1,-1
5,658,1694.86,388.87,161.34,336.08,1,-1,-1,-1
6,666,1276.23,435.98,90.34,247.57,1,-1,-1,-1
6,663,1867.96,353.31,49.82,213.94,1,-1,-1,-1
6,662,-6.15,240.84,132.50,683.09,1,-1,-1,-1
6,661,252.43,438.53,103.61,271.93,1,-1,-1,-1
6,660,97.29,479.11,102.56,290.52,1,-1,-1,-1
6,658,1701.11,397.31,156.81,331.27,1,-1,-1,-1
7,666,1274.22,433.47,90.39,244.61,1,-1,-1,-1
7,663,1865.68,347.92,52.48,227.26,1,-1,-1,-1
7,662,-1.52,211.66,142.32,713.98,1,-1,-1,-1
